time,timebound_lower,timebound_upper,natural_p05,natural_p17,natural_p50,natural_p83,natural_p95,ghg_p05,ghg_p17,ghg_p50,ghg_p83,ghg_p95,other_human_forcings_p05,other_human_forcings_p17,other_human_forcings_p50,other_human_forcings_p83,other_human_forcings_p95,anthropogenic_p05,anthropogenic_p17,anthropogenic_p50,anthropogenic_p83,anthropogenic_p95,total_p05,total_p17,total_p50,total_p83,total_p95,residual_p05,residual_p17,residual_p50,residual_p83,residual_p95
1906.5,1906,1907,-0.020278503,-0.015409149,-0.00825234,-0.001805627,0.000155909,0.082744896,0.089559779,0.097918753,0.108363504,0.119679064,-0.083229483,-0.062888226,-0.040875159,-0.024562683,-0.015284646,0.024760341,0.040713871,0.057292528,0.069852155,0.077430718,-0.039573462,-0.016266353,0.011178271,0.041354923,0.060946457,-0.055106907,-0.01853376,0.030940574,0.069366049,0.091840982
1907.5,1907,1908,-0.005461537,-0.001789093,0.003368878,0.010245825,0.015431206,0.086602926,0.09373267,0.102482349,0.11341131,0.125256733,-0.089436581,-0.067811319,-0.04430587,-0.026752099,-0.016667535,0.023812538,0.040669565,0.058405582,0.072002658,0.080245116,-0.024739881,-0.001992413,0.025013457,0.054587309,0.074810744,-0.240218119,-0.219740361,-0.180771336,-0.138039,-0.104575764
1908.5,1908,1909,-0.000109942,0.002796668,0.007706435,0.014871761,0.021355279,0.090619571,0.098079167,0.107236437,0.118668802,0.131063493,-0.095206884,-0.072269992,-0.047287434,-0.028590503,-0.0178206,0.023801725,0.04136194,0.06009277,0.074623512,0.083456086,-0.01773679,0.00457628,0.031519078,0.060676424,0.081181327,-0.258563407,-0.234339803,-0.19991488,-0.162700564,-0.128143442
1909.5,1909,1910,0.010506147,0.014225557,0.020466273,0.028525832,0.03572253,0.094710207,0.10250575,0.112077698,0.124025553,0.136978435,-0.099187755,-0.075320257,-0.04932642,-0.029829923,-0.018596565,0.025429541,0.04347087,0.062859833,0.077990361,0.087213703,-0.002111554,0.019700261,0.047018519,0.076033359,0.097606212,-0.282783242,-0.261252473,-0.229822718,-0.197739757,-0.154949667
1910.5,1910,1911,0.017142325,0.022309607,0.030225132,0.039281002,0.047099054,0.09890326,0.107043818,0.117041476,0.129515174,0.143043003,-0.10406922,-0.079120168,-0.051932773,-0.031463706,-0.019624388,0.026322172,0.044954395,0.065178834,0.081084386,0.09081039,0.00953853,0.031135831,0.058905054,0.087892192,0.110254872,-0.319758359,-0.288151657,-0.240700893,-0.198702022,-0.162160806
1911.5,1911,1912,0.020232713,0.026207572,0.035085913,0.04477524,0.052973163,0.103198751,0.111692917,0.122126091,0.135139155,0.149253727,-0.108291392,-0.08243346,-0.054220237,-0.032900515,-0.020526118,0.02784043,0.047031073,0.067963518,0.084517792,0.094679616,0.016935431,0.0384597,0.066458773,0.095406675,0.118066975,-0.306545378,-0.285432428,-0.253216311,-0.218157602,-0.192452741
1912.5,1912,1913,-0.006271103,0.000455622,0.006648124,0.016040699,0.022524527,0.107599597,0.116457343,0.127335653,0.14089908,0.155612948,-0.111095956,-0.084789805,-0.055956041,-0.034023675,-0.021227647,0.030365883,0.050095081,0.071527872,0.088490331,0.098962474,-0.00715518,0.01464458,0.041884605,0.070356995,0.091191851,-0.229335502,-0.198925095,-0.162428878,-0.121844006,-0.095739331
1913.5,1913,1914,-0.057596331,-0.045524117,-0.030029607,-0.017888844,-0.011707318,0.112100541,0.121337598,0.132668905,0.146793609,0.162116231,-0.11500408,-0.087934736,-0.058203839,-0.035462412,-0.02211953,0.032122721,0.052508781,0.074669436,0.092241796,0.103125156,-0.047566433,-0.02428649,0.006234176,0.036273115,0.057635464,-0.19256072,-0.165793215,-0.124914456,-0.086057175,-0.047769225
1914.5,1914,1915,-0.051525071,-0.042783204,-0.030505994,-0.019940422,-0.013832996,0.116620032,0.126239953,0.138025202,0.152714685,0.168650613,-0.118099453,-0.090188462,-0.059622418,-0.036280605,-0.022637693,0.035344128,0.055988801,0.078532208,0.096499505,0.107649901,-0.042191952,-0.019277951,0.010478023,0.039911063,0.060839981,-0.001738766,0.039363184,0.081310932,0.116558285,0.141359882
1915.5,1915,1916,-0.018152109,-0.012757576,-0.006313232,-0.000947119,0.002965284,0.121135905,0.13113983,0.143378384,0.158633068,0.17517895,-0.11897473,-0.090613975,-0.059697025,-0.036185758,-0.022556451,0.04060157,0.061222953,0.083763722,0.101716422,0.112864599,-0.010132409,0.012028865,0.039892821,0.068424482,0.088922131,0.052290804,0.079383058,0.120197032,0.167872809,0.199144469
1916.5,1916,1917,0.006901269,0.010545748,0.01683942,0.024753741,0.030990397,0.125824332,0.136224074,0.148933835,0.164773526,0.181954344,-0.120820142,-0.092099742,-0.060760025,-0.036827311,-0.022936973,0.044549566,0.06547645,0.088332489,0.1065197,0.117842004,0.019648904,0.04110686,0.068724487,0.097303355,0.119053029,-0.222670655,-0.188010638,-0.138519801,-0.09312543,-0.05998781
1917.5,1917,1918,0.019065402,0.024903395,0.033923652,0.044282438,0.052830578,0.13067843,0.141487211,0.154687479,0.171132209,0.188970655,-0.124738799,-0.095245128,-0.062994536,-0.038227945,-0.023804908,0.046864181,0.068357027,0.091888055,0.110680718,0.122406581,0.040050943,0.061229848,0.089306928,0.118172966,0.140752843,-0.364499064,-0.332794522,-0.284740239,-0.23485933,-0.197288065
1918.5,1918,1919,0.026442028,0.034287706,0.04577448,0.058142487,0.068185799,0.135505959,0.146715268,0.160402715,0.177456665,0.195953817,-0.128394335,-0.097971503,-0.064796347,-0.039273136,-0.02444091,0.049768472,0.071713758,0.095773552,0.115058411,0.127113493,0.054953276,0.07626159,0.10485233,0.134126636,0.157069239,-0.250261992,-0.224489602,-0.182472453,-0.139076499,-0.079425521
1919.5,1919,1920,0.030551307,0.03953298,0.052416619,0.065922142,0.076753877,0.140209526,0.151798469,0.165961191,0.18361488,0.20276417,-0.128035593,-0.097390441,-0.064130407,-0.038625844,-0.023972368,0.056509255,0.07818336,0.101960972,0.121002181,0.132923351,0.067417253,0.088735774,0.117561504,0.147052678,0.170113608,-0.194243373,-0.133624201,-0.089165661,-0.045549404,-0.017696472
1920.5,1920,1921,0.031976312,0.041328254,0.054580614,0.068348029,0.079269493,0.144861145,0.156820551,0.171453834,0.189705357,0.209495769,-0.127523706,-0.096722999,-0.063444879,-0.037952281,-0.023462429,0.063210979,0.084648964,0.108140528,0.126923949,0.138698594,0.075953376,0.09715936,0.125827268,0.155154988,0.178126798,-0.157551885,-0.123427878,-0.071707647,-0.020671998,0.016228224
1921.5,1921,1922,0.032112277,0.041505452,0.054801226,0.068662278,0.079448381,0.149482741,0.161803588,0.176903039,0.195747425,0.216186555,-0.126281057,-0.095453307,-0.06237255,-0.036946888,-0.022616017,0.070238722,0.091558554,0.114763498,0.133177176,0.144733489,0.083074018,0.104149147,0.132603884,0.161723187,0.184568381,-0.094705391,-0.066412836,-0.027509567,0.009780846,0.036392033
1922.5,1922,1923,0.026587817,0.034663695,0.046877952,0.059885279,0.06982679,0.153992948,0.166666339,0.182224631,0.201657712,0.222736035,-0.12306086,-0.092661445,-0.060292063,-0.035257841,-0.021046072,0.07855407,0.099602745,0.122393176,0.140240118,0.151434944,0.083979651,0.104718044,0.13242197,0.160815346,0.183219136,-0.192103551,-0.162793279,-0.122520521,-0.077473183,-0.041236044
1923.5,1923,1924,0.020423908,0.027435031,0.038805483,0.050788649,0.059891021,0.158429918,0.171447856,0.187459104,0.207471644,0.229179727,-0.124808425,-0.093676956,-0.060847348,-0.035333146,-0.020712104,0.082626901,0.104092044,0.127171569,0.145109519,0.156363935,0.081249446,0.101851664,0.129072025,0.157044684,0.178938018,-0.170905502,-0.141887253,-0.102920212,-0.057328243,-0.018654134
1924.5,1924,1925,0.023612831,0.030923793,0.042212114,0.05449602,0.063993283,0.162765115,0.176121339,0.192576677,0.213161784,0.235484824,-0.12798976,-0.095786402,-0.062123256,-0.035891483,-0.020741943,0.085358885,0.107475734,0.131059982,0.149300426,0.160739631,0.088038421,0.108880632,0.136400014,0.164548434,0.186630861,-0.16516635,-0.138528966,-0.099470738,-0.059458738,-0.031676203
1925.5,1925,1926,0.02843018,0.036837159,0.049143823,0.062356574,0.072714808,0.166755019,0.180423364,0.197295859,0.218424931,0.241327675,-0.129463514,-0.096766674,-0.062739361,-0.036162551,-0.020478586,0.08884902,0.111283881,0.135277092,0.15377106,0.165330976,0.098397231,0.119364737,0.147374995,0.175987127,0.19844692,-0.143767789,-0.118155846,-0.081296355,-0.028978021,0.008267101
1926.5,1926,1927,0.0323687,0.041841183,0.05534726,0.069632962,0.080857389,0.17024368,0.184179574,0.20143795,0.223069745,0.246503483,-0.131088773,-0.097970545,-0.063553762,-0.036627691,-0.020448091,0.091625798,0.114302392,0.138685562,0.157489745,0.169209274,0.107401291,0.128431737,0.156830586,0.185869041,0.208519151,0.000946784,0.027442506,0.067103043,0.1112226,0.140712819
1927.5,1927,1928,0.036165065,0.046771166,0.061705345,0.077283184,0.089494148,0.173474027,0.18766138,0.205290228,0.227400169,0.251326384,-0.133859112,-0.10021865,-0.065176234,-0.037673831,-0.0209596,0.093134207,0.116070237,0.14095699,0.160254732,0.172250392,0.115383578,0.136514348,0.165348686,0.19492805,0.217642935,-0.112405137,-0.085953489,-0.046780827,-0.003762405,0.03077369
1928.5,1928,1929,0.03728909,0.048320069,0.063998841,0.080445052,0.093299534,0.176649626,0.191082952,0.209084079,0.231662708,0.25607744,-0.136961373,-0.102770848,-0.067005273,-0.038842708,-0.021660478,0.09443084,0.117577997,0.142925441,0.162709132,0.174999669,0.119551093,0.140677065,0.16971083,0.199567889,0.222178072,-0.098626658,-0.064458748,-0.024501709,0.011265003,0.046323829
1929.5,1929,1930,0.02896689,0.038303079,0.052809697,0.068176799,0.080259451,0.179815515,0.194487435,0.212865524,0.235913848,0.260819794,-0.140571356,-0.10585638,-0.069241647,-0.040304881,-0.022746566,0.095402046,0.118662829,0.144430935,0.164738017,0.177401564,0.111434994,0.13217409,0.160379119,0.189294132,0.211521514,-0.271193446,-0.245000097,-0.202030607,-0.154562903,-0.116371356
1930.5,1930,1931,0.026839297,0.035530075,0.049356326,0.064349285,0.076319174,0.182934998,0.197845966,0.216604523,0.240128251,0.265518279,-0.143732106,-0.108386871,-0.070901506,-0.041273427,-0.02381073,0.097325682,0.120539531,0.146349408,0.166916534,0.179880649,0.11068645,0.131254685,0.159139,0.187731445,0.209693387,-0.048541886,-0.022773725,0.014963177,0.057625753,0.104547156
1931.5,1931,1932,0.033633975,0.043656719,0.058313934,0.074342423,0.087320425,0.186039834,0.201191321,0.22033044,0.24432275,0.27020082,-0.141767626,-0.106686876,-0.06948014,-0.040197029,-0.022961064,0.103575085,0.126213104,0.151471779,0.171606332,0.184346186,0.124295905,0.144858763,0.173199669,0.202362388,0.224517501,0.012938701,0.0425313,0.079639044,0.119235329,0.147883491
1932.5,1932,1933,0.027934372,0.036870558,0.050940117,0.066331053,0.07877491,0.189236581,0.204632208,0.22416205,0.248627829,0.27499676,-0.136518055,-0.102215871,-0.066058122,-0.037757951,-0.020814706,0.112573473,0.134416026,0.158836924,0.178130567,0.190346496,0.125391346,0.145572315,0.173248038,0.201764514,0.223860745,-0.037024072,-0.004468425,0.040405484,0.08450568,0.117883922
1933.5,1933,1934,0.022842087,0.031087277,0.044373546,0.059172148,0.071143622,0.19255115,0.208208829,0.228130579,0.253083497,0.279952709,-0.13332594,-0.099418624,-0.063847657,-0.036120539,-0.019495392,0.120002991,0.14126879,0.165048033,0.183782279,0.195707038,0.125808728,0.145753319,0.173040219,0.201214304,0.223152936,-0.200293229,-0.1778716,-0.142598718,-0.101981891,-0.066888949
1934.5,1934,1935,0.028369859,0.037069434,0.050595297,0.065939094,0.078567843,0.196057019,0.211995512,0.232318699,0.257770926,0.285165584,-0.134641996,-0.100441898,-0.064536247,-0.03650477,-0.019756754,0.123588344,0.144761965,0.168509625,0.187330042,0.199409651,0.135171159,0.155213252,0.182826392,0.211365151,0.233531374,-0.0615654,-0.040212683,-0.006953319,0.031402458,0.0581422
1935.5,1935,1936,0.03288019,0.042658973,0.057204418,0.073393816,0.08671286,0.199806213,0.216049761,0.236791164,0.262762815,0.290702587,-0.13881554,-0.103813478,-0.066929553,-0.038047901,-0.020926724,0.124950342,0.146342123,0.170481645,0.189851525,0.202362032,0.143189921,0.16332898,0.191352077,0.220351564,0.242609487,-0.107423436,-0.080899384,-0.043509191,-0.003042333,0.026626963
1936.5,1936,1937,0.037829484,0.048975402,0.065051813,0.082494423,0.096733246,0.204100251,0.220696479,0.241881251,0.268402283,0.296941996,-0.144324501,-0.108233931,-0.070037246,-0.04004118,-0.022534564,0.12575346,0.147558567,0.172318429,0.192483589,0.20554674,0.152093947,0.172368059,0.200969458,0.23060298,0.25284338,-0.086758949,-0.056728009,-0.018455783,0.01785028,0.042332254
1937.5,1937,1938,0.042228646,0.05473027,0.072635543,0.091724732,0.107092382,0.208980484,0.225991112,0.24765306,0.274773518,0.303973176,-0.150657167,-0.113347785,-0.073664956,-0.042423453,-0.024426199,0.126437081,0.14874543,0.174329437,0.19546254,0.209161018,0.160622431,0.181183159,0.210565969,0.24107648,0.263416114,0.048069934,0.078198743,0.122073643,0.165956875,0.198057981
1938.5,1938,1939,0.0444985,0.057756253,0.07687857,0.097237768,0.113494307,0.213935445,0.231373576,0.253541946,0.281282574,0.311157735,-0.153436878,-0.115860517,-0.075568665,-0.04375175,-0.025156519,0.129730609,0.152284414,0.17841211,0.200053781,0.214063898,0.168255119,0.189015696,0.21895045,0.250086546,0.272506069,0.056226548,0.084900647,0.123295374,0.160850513,0.189730722
1939.5,1939,1940,0.045700538,0.059398662,0.079300918,0.100558247,0.117479422,0.218855587,0.236708388,0.259391457,0.287768165,0.318319292,-0.155667143,-0.117726085,-0.076880738,-0.044599529,-0.025647458,0.133870973,0.156532017,0.182967007,0.204948189,0.219203192,0.174861371,0.195741877,0.226032831,0.257558763,0.280074836,0.022740386,0.05009362,0.087673433,0.123633292,0.150533975
1940.5,1940,1941,0.0460762,0.059949983,0.080279507,0.10207611,0.119419419,0.223748714,0.242014376,0.26521036,0.294222474,0.325454995,-0.161046046,-0.122305346,-0.080288149,-0.046949386,-0.027382586,0.135079619,0.15814353,0.185347915,0.208214867,0.223049612,0.177996261,0.198992372,0.229540415,0.261404877,0.283912274,0.13917787,0.166679559,0.206536114,0.248623458,0.276647808
1941.5,1941,1942,0.045562314,0.059338049,0.07974939,0.101716137,0.119210186,0.228478726,0.247148037,0.270849079,0.300486177,0.332380007,-0.166800233,-0.127366292,-0.084176172,-0.049691913,-0.029170332,0.135240983,0.158908995,0.187183335,0.211126059,0.226595969,0.179087169,0.200230412,0.230937079,0.263025403,0.285516445,-0.001126919,0.053001242,0.163320467,0.253364549,0.295840831
1942.5,1942,1943,0.04450841,0.058054636,0.078335613,0.100239646,0.117766321,0.233074587,0.252131219,0.276330262,0.306585853,0.33913154,-0.172594628,-0.132140979,-0.087633792,-0.0520151,-0.030888371,0.135788231,0.160027757,0.189154126,0.214015484,0.230098681,0.179602264,0.200818849,0.231575802,0.263754045,0.286284246,-0.028101538,0.031649964,0.1187081,0.206360109,0.251188904
1943.5,1943,1944,0.042939933,0.056115557,0.076127943,0.097818639,0.115269303,0.23750478,0.256930679,0.281617552,0.312476844,0.345656499,-0.177839825,-0.136327508,-0.090577032,-0.053956406,-0.032332778,0.136886759,0.161584571,0.19139491,0.217039021,0.233671384,0.179722964,0.200981289,0.231690623,0.263853461,0.28647587,-0.043734167,0.02419885,0.131429605,0.217054099,0.252500482
1944.5,1944,1945,0.041826962,0.054729369,0.074513726,0.096079908,0.113536641,0.241470317,0.261224205,0.286385328,0.317822372,0.351585124,-0.181235627,-0.138971652,-0.092380945,-0.055067344,-0.032981665,0.139068227,0.164077145,0.194327272,0.220449033,0.23740916,0.181177675,0.202410079,0.233061813,0.265204251,0.28793925,0.095427673,0.161935503,0.269113779,0.343417024,0.397047624
1945.5,1945,1946,0.042790953,0.055873678,0.075756714,0.097569145,0.115346789,0.244839101,0.264865095,0.290471375,0.322444057,0.356732997,-0.179851461,-0.13759126,-0.091130972,-0.054010317,-0.031929811,0.145052265,0.169791512,0.199683912,0.225440594,0.24219327,0.188108486,0.209155572,0.239677794,0.271757697,0.294508997,0.006487052,0.067704175,0.149643786,0.230932626,0.271222414
1946.5,1946,1947,0.044971267,0.058611597,0.079028428,0.101435841,0.11976222,0.247885689,0.268164366,0.294189841,0.326662486,0.361435625,-0.175613645,-0.133983766,-0.088330492,-0.051958962,-0.029891522,0.152836675,0.177045953,0.206362061,0.231398836,0.247703657,0.198003959,0.218976095,0.249604948,0.281755929,0.304564925,-0.11116057,-0.074214028,-0.011824314,0.06166604,0.107536534
1947.5,1947,1948,0.047996306,0.06249573,0.083972011,0.107434295,0.126578247,0.2509174,0.271442354,0.297878146,0.330841422,0.366079246,-0.174990143,-0.133831941,-0.088372663,-0.05210229,-0.029507609,0.156670221,0.180713018,0.21019087,0.235352998,0.251687497,0.205785184,0.227113095,0.258418798,0.291194831,0.31432876,-0.085352147,-0.037082853,0.022204597,0.084062845,0.12679766
1948.5,1948,1949,0.05135282,0.066902018,0.08985889,0.114843587,0.13511254,0.253932446,0.274706125,0.301549852,0.334993939,0.370706055,-0.178165154,-0.136869453,-0.090780355,-0.053848765,-0.030566752,0.157319023,0.181492627,0.211527362,0.237342378,0.254095496,0.21146491,0.233377643,0.265741199,0.299575478,0.323270054,-0.122593103,-0.084042917,-0.030469906,0.028833864,0.067641408
1949.5,1949,1950,0.053144093,0.069331599,0.093367193,0.119552463,0.140704828,0.256878732,0.277897114,0.305151105,0.339073007,0.375250615,-0.181404679,-0.139353459,-0.092396133,-0.054780616,-0.031409988,0.158875256,0.183184132,0.213365607,0.239489215,0.256569566,0.215904643,0.238161112,0.271199927,0.30574733,0.329967175,-0.133445584,-0.104413906,-0.059204057,-0.001554629,0.041578143
1950.5,1950,1951,0.052887483,0.069092681,0.093410119,0.119966927,0.14140043,0.259877264,0.281144072,0.308804557,0.343201195,0.379840797,-0.186195841,-0.142612182,-0.09432134,-0.05578177,-0.032785277,0.159978234,0.184437123,0.214660428,0.241220124,0.258737238,0.217161335,0.239483572,0.272692412,0.307515418,0.332032056,-0.222997356,-0.189597659,-0.139660038,-0.08581419,-0.052811912
1951.5,1951,1952,0.050672723,0.066324979,0.090211567,0.11630855,0.13742955,0.262988745,0.284518773,0.312582478,0.347461884,0.384568542,-0.19112356,-0.146748188,-0.097361226,-0.057866067,-0.034294478,0.159548859,0.184405217,0.215346605,0.242725139,0.260787281,0.214752606,0.23711778,0.270238668,0.304995567,0.329572411,-0.046510465,-0.018342469,0.023000749,0.066986514,0.098001318
1952.5,1952,1953,0.048310637,0.063378296,0.086693697,0.112227575,0.132999913,0.266354375,0.288165713,0.316635847,0.352001523,0.389600337,-0.194800112,-0.150358486,-0.100284845,-0.060007863,-0.035448941,0.159575444,0.184897557,0.216698833,0.244864643,0.263403122,0.212645303,0.235072345,0.268081501,0.302707642,0.327328357,0.02053708,0.055007872,0.104597382,0.155620297,0.19211829
1953.5,1953,1954,0.046751707,0.061404367,0.084245071,0.109396014,0.129974948,0.270207343,0.292326123,0.321218163,0.357096379,0.395226964,-0.199776977,-0.154479203,-0.103224121,-0.061988503,-0.037091202,0.160305529,0.185875321,0.218199179,0.247093454,0.266175985,0.212005092,0.234352258,0.267236263,0.301817358,0.326530488,0.092869824,0.124954931,0.16856198,0.212041453,0.24848542
1954.5,1954,1955,0.045496817,0.059813979,0.082250457,0.107101299,0.127541707,0.274529661,0.296991249,0.326317489,0.362747262,0.401459537,-0.204758448,-0.158438653,-0.10593497,-0.063738002,-0.038498861,0.161841017,0.187613539,0.220399961,0.249961587,0.269530031,0.212629569,0.234797222,0.267544731,0.302082598,0.326826932,-0.101754799,-0.072124266,-0.027689051,0.021666524,0.059379486
1955.5,1955,1956,0.045822469,0.060132744,0.0824387,0.107296201,0.127842264,0.279150365,0.301967973,0.331761166,0.368769864,0.408102962,-0.210707402,-0.163388928,-0.109519243,-0.066133946,-0.040105173,0.162455617,0.188653625,0.222195305,0.252642721,0.272824199,0.214538514,0.236725144,0.269616187,0.30435285,0.329178661,-0.181384936,-0.15230453,-0.109358598,-0.064261018,-0.033347723
1956.5,1956,1957,0.048858726,0.06386666,0.08674825,0.112276996,0.133456457,0.284017198,0.307210709,0.337491184,0.37510774,0.415093455,-0.21944377,-0.170486098,-0.114577182,-0.069522064,-0.042545341,0.161247715,0.188014326,0.222658411,0.254411136,0.275499704,0.218362568,0.240885032,0.27451539,0.310014576,0.335153522,-0.254981022,-0.225525089,-0.182824329,-0.140156505,-0.110494869
1957.5,1957,1958,0.053740482,0.07013975,0.094732538,0.121975141,0.144417421,0.289136021,0.312708641,0.343493611,0.381746267,0.422424085,-0.22992212,-0.178338933,-0.11979422,-0.072969981,-0.045175968,0.159687573,0.187085864,0.222942352,0.256133775,0.278250909,0.224522616,0.247789125,0.282894194,0.319846908,0.345741123,-0.037367456,-0.005344758,0.039654238,0.083474158,0.113753082
1958.5,1958,1959,0.057814289,0.075570113,0.102172326,0.131573116,0.155568176,0.294405159,0.318373948,0.34968093,0.388584256,0.429962175,-0.23734871,-0.184136917,-0.123795919,-0.075485996,-0.046698838,0.160150005,0.188182448,0.22500053,0.259198939,0.282018431,0.232006756,0.255958468,0.292413399,0.330846459,0.357734145,-0.030153698,0.002376586,0.04764675,0.0913407,0.120820732
1959.5,1959,1960,0.059282368,0.07763368,0.105358642,0.13606224,0.161016377,0.299830525,0.324198718,0.356038928,0.39561377,0.437697716,-0.242507562,-0.188693894,-0.127323218,-0.077641106,-0.047593205,0.16169764,0.190455986,0.228120372,0.263105045,0.286435674,0.237303967,0.261577819,0.298669457,0.337951278,0.365447284,-0.067876644,-0.035467689,0.010107884,0.053944455,0.082693908
1960.5,1960,1961,0.058840288,0.077183586,0.10517269,0.13624464,0.16145766,0.305735169,0.330548257,0.362928569,0.403200835,0.44602281,-0.249340017,-0.194609968,-0.131819524,-0.080565035,-0.049048451,0.162217093,0.191845996,0.23073002,0.266828249,0.290892869,0.238948656,0.263582438,0.3011024,0.340869188,0.368648171,-0.134693355,-0.102967062,-0.057749873,-0.013385896,0.017448172
1961.5,1961,1962,0.056471399,0.074237686,0.101769131,0.132343921,0.157195511,0.312055849,0.337358018,0.370297268,0.411290477,0.454885432,-0.257789166,-0.201529496,-0.136812411,-0.083946805,-0.051499348,0.162761195,0.192982271,0.232950538,0.270306801,0.2952813,0.237643599,0.262352953,0.300006837,0.339916443,0.367761526,-0.041420687,-0.008591037,0.036643524,0.07962263,0.107281084
1962.5,1962,1963,0.044388744,0.0603058,0.08588586,0.114184243,0.13725874,0.318780239,0.344608029,0.378138304,0.419882923,0.464289701,-0.265367787,-0.207731901,-0.141209498,-0.08694199,-0.053710971,0.164741351,0.195356948,0.236190908,0.274626265,0.300404404,0.226542129,0.250802815,0.287466273,0.326198404,0.353367366,-0.070882582,-0.039638041,0.00468927,0.047590635,0.076072396
1963.5,1963,1964,-0.024563259,-0.00213112,0.02163798,0.044403581,0.060314123,0.326122849,0.352504129,0.386661693,0.429216355,0.474499175,-0.273973338,-0.214438903,-0.145782128,-0.090022719,-0.055997572,0.167092874,0.198060465,0.239799581,0.279385125,0.305994873,0.159441216,0.18790516,0.225716792,0.262434905,0.287507565,0.022809561,0.052206379,0.094449114,0.138043674,0.170498845
